,Max_Diameter,Relative_Velocity,Miss_Distance,Categorized_Diameter,Categorized_Relative_Vel,Categorised_Miss_Distance,Hazardous,IsLarge,Norm
78471,0.0424658654,24577.3064411241,17582577.921455316,Small,Slow,Less,False,0,0.46
59027,0.1888165155,101430.5473007248,22117201.527030643,Small,Fast,Less,False,0,0.48
21471,0.2060819612,52080.5151425765,23825976.39040256,Small,Fast,Less,False,0,0.48
78138,0.0171411509,13387.9213075902,3528152.293965605,Small,Slow,Less,False,0,0.46
50584,0.1614507173,65729.0875212857,48902930.99500384,Small,Fast,Medium,False,0,0.48
11431,0.0392681082,29462.2624302422,73745350.83119117,Small,Slow,More,False,0,0.46
84531,0.2716689341,56842.47166153,41495387.12391748,Small,Fast,Medium,False,0,0.48
83053,1.3183780956,82098.2529586552,74191025.04136573,Large,Fast,More,False,1,0.48
83641,0.69189466,95696.5069173776,9725540.965608194,Large,Fast,Less,True,1,0.47
37815,0.0820427065,17192.7990345628,44278727.4069636,Small,Slow,Medium,False,0,0.46
29244,0.2312277636,71752.8712676029,51511804.01878456,Small,Fast,More,False,0,0.48
70837,0.5675968529,58316.5905679404,28900037.66313233,Large,Fast,Medium,False,1,0.48
48245,0.0594346868,31550.4410398332,18174646.87187657,Small,Slow,Less,False,0,0.46
81765,0.0676145215,25998.1187262717,12898303.159118691,Small,Slow,Less,False,0,0.46
80337,0.0103285648,13598.6324624909,58483125.99119274,Small,Slow,More,False,0,0.46
70268,0.0820427065,52719.036023781,62517313.88949707,Small,Fast,More,False,0,0.48
39800,0.1081533507,48194.841642818,10635689.918752097,Small,Fast,Less,False,0,0.48
63855,0.0326617897,9062.8030334239,12399652.752828265,Small,Slow,Less,False,0,0.46
13295,0.0450858206,46948.1405986721,34117415.47553676,Small,Slow,Medium,False,0,0.46
88598,0.0567596853,79759.553944986,49376036.33828923,Small,Fast,Medium,False,0,0.48
27047,0.912094798,26462.9011233919,57707017.35787991,Large,Slow,More,True,1,0.45
78112,0.2594418179,40501.9498819154,56812613.50575457,Small,Slow,More,False,0,0.46
63507,0.1032856481,39479.8439996042,35739070.19422016,Small,Slow,Medium,False,0,0.46
72502,0.2937920088,31945.1356519438,11739197.320265412,Large,Slow,Less,False,1,0.46
8065,0.2060819612,31211.5405517929,67357767.88564712,Small,Slow,More,False,0,0.46
22892,0.4467247133,30458.7428264172,38140958.66260231,Large,Slow,Medium,False,1,0.46
68648,0.0383742569,52047.1410021356,24895404.065708835,Small,Fast,Less,False,0,0.48
10154,0.0342010925,29758.4639875712,29858386.900392365,Small,Slow,Medium,False,0,0.46
31807,0.3767384779,38055.4346786782,61983014.38558458,Large,Slow,More,True,1,0.45
49245,0.9290519063,47916.4775715274,53178561.507927015,Large,Slow,More,False,1,0.46
12709,51.5276075896,15884.2526231559,54688077.78293672,Large,Slow,More,False,1,0.46
44767,1.0233871954,44142.8378584421,27406975.34368841,Large,Slow,Medium,False,1,0.46
47941,0.0859092601,72609.5626848126,60491990.21744111,Small,Fast,More,False,0,0.48
87139,0.130028927,33106.4554026931,11462915.171857784,Small,Slow,Less,False,0,0.46
35276,0.0851216393,23602.5017648919,20230194.295281604,Small,Slow,Less,False,0,0.46
31289,0.0783501764,29604.655457747,64430644.09317514,Small,Slow,More,False,0,0.46
51307,0.0472106499,28479.9174166832,53727139.70965697,Small,Slow,More,False,0,0.46
19509,0.1968067451,21062.7089803476,43115689.418016925,Small,Slow,Medium,False,0,0.46
508,0.0714562102,37708.2585436702,42321487.7151963,Small,Slow,Medium,False,0,0.46
14545,0.0859092601,27252.6587278491,49531473.44698916,Small,Slow,Medium,False,0,0.46
77238,0.3266178974,55696.6164688128,63942935.63413141,Large,Fast,More,False,1,0.48
84629,0.1014004725,27688.7650374664,15387726.038610946,Small,Slow,Less,False,0,0.46
52871,0.0532157244,46809.1982818019,52300881.93471855,Small,Slow,More,False,0,0.46
38629,0.0073458149,64845.1001279513,74279102.1037895,Small,Fast,More,False,0,0.48
45016,0.0225964377,30429.348915904,52873940.4515736,Small,Slow,More,False,0,0.46
6430,0.0714562102,69674.4846118145,58640925.95336996,Small,Fast,More,False,0,0.48
9961,0.7835017643,84681.996429343,62038636.668825015,Large,Fast,More,False,1,0.48
52334,0.0920534307,51889.3955550605,57375216.95659064,Small,Fast,More,False,0,0.48
78499,0.2844722965,45380.0837765221,53302801.53665629,Small,Slow,More,True,0,0.45
65257,0.0895447192,67694.7913100914,64572108.940334514,Small,Fast,More,False,0,0.48
80938,0.0411187571,32017.8147525214,8847961.27889752,Small,Slow,Less,False,0,0.46
12318,3.0341704805,67205.7904240188,74115873.24986975,Large,Fast,More,False,1,0.48
7243,0.1241766613,54705.8398476564,40390177.38840228,Small,Fast,Medium,False,0,0.48
41143,0.0323623447,51611.5552741445,29736017.71270574,Small,Fast,Medium,False,0,0.48
87503,4.7867415442,55060.1213360918,23476678.06481172,Large,Fast,Less,True,1,0.47
68093,0.5728487619,88974.1021030236,61331873.99351259,Large,Fast,More,True,1,0.47
83236,0.063101543,22627.2737585843,16500654.276228791,Small,Slow,Less,False,0,0.46
11181,0.0682401509,42247.5307462422,27447660.264649563,Small,Slow,Medium,False,0,0.46
40755,0.0103762393,61157.7925115803,72694955.74489565,Small,Fast,More,False,0,0.48
19860,0.0714562102,78672.3073036571,67647633.221455,Small,Fast,More,False,0,0.48
51127,0.0594346868,24910.0313327558,4158653.131667091,Small,Slow,Less,False,0,0.46
48173,0.3133574171,34485.8418453954,66424100.00808967,Large,Slow,More,True,1,0.45
61595,0.2366137501,44699.6588213606,23230626.713812843,Small,Slow,Less,True,0,0.45
28493,0.4508582062,46887.4524629347,62585770.51807992,Large,Slow,More,False,1,0.46
16811,0.0594346868,2909.0172702343,9947620.409843173,Small,Slow,Less,False,0,0.46
61802,0.1563291544,71903.1180510252,18474291.49524529,Small,Fast,Less,False,0,0.48
88240,0.1132504611,67221.1576748268,65781564.75477625,Small,Fast,More,False,0,0.48
78190,0.0196806745,20711.2484946287,1665198.245503236,Small,Slow,Less,False,0,0.46
29343,0.2259643771,37844.5413873614,53480632.08515459,Small,Slow,More,False,0,0.46
7799,0.1563291544,85403.8623107963,73251705.47595799,Small,Fast,More,False,0,0.48
55763,0.1563291544,37638.2941888471,13263982.975067072,Small,Slow,Less,False,0,0.46
49422,0.0319183166,25356.3801574296,58358479.87904536,Small,Slow,More,False,0,0.46
5093,1.1535594433,59343.6267204912,68353055.66440989,Large,Fast,More,False,1,0.48
66423,0.4365560173,49574.8344466246,61646838.85994908,Large,Fast,More,False,1,0.48
45193,1.0424133839,77822.6970185075,70740630.6235502,Large,Fast,More,False,1,0.48
76644,0.1306291133,51321.8832566843,8139170.969014899,Small,Fast,Less,False,0,0.48
88008,4.4059542044,70352.8776434808,65042370.57770908,Large,Fast,More,False,1,0.48
64447,0.0494356193,66399.908482193,52830558.96916656,Small,Fast,More,False,0,0.48
22650,0.0311917671,31060.0094223599,384769.685983555,Small,Slow,Less,False,0,0.46
1436,0.6730386097,88930.4636630336,74603336.27864797,Large,Fast,More,False,1,0.48
65627,0.0450858206,23927.3717953969,33684186.1027305,Small,Slow,Medium,False,0,0.46
33374,0.0206081961,32789.6561740822,40782181.62737904,Small,Slow,Medium,False,0,0.46
30997,0.0594346868,90756.0435865586,73355032.56020932,Small,Fast,More,False,0,0.48
65232,0.0149293183,24479.8500409447,38521322.13780224,Small,Slow,Medium,False,0,0.46
35633,0.3062245314,39144.9746081034,49231275.416219935,Large,Slow,Medium,False,1,0.46
19469,0.4508582062,51670.2229448566,59650693.71388428,Large,Fast,More,True,1,0.47
19146,0.2844722965,52606.836940405,51886305.381770246,Small,Fast,More,False,0,0.48
46679,0.0049893041,44239.2726059496,33766606.25633829,Small,Slow,Medium,False,0,0.46
380,0.1185877909,26896.2235401472,1740260.233397844,Small,Slow,Less,False,0,0.46
70661,0.1185877909,21110.0265543085,11337184.938906295,Small,Slow,Less,False,0,0.46
15734,4.8757337138,53125.4077664454,58734110.33195488,Large,Fast,More,False,1,0.48
64081,0.1563291544,71793.3013792034,71953486.12438662,Small,Fast,More,False,0,0.48
7523,0.9550805015,55749.6561797888,9953143.742721016,Large,Fast,Less,False,1,0.48
26,0.3926810818,71487.9408268469,21123317.709318034,Large,Fast,Less,False,1,0.48
5486,0.0089958039,12992.2831576299,2600985.476084967,Small,Slow,Less,False,0,0.46
33804,0.0411187571,20749.2134290552,16716000.529772088,Small,Slow,Less,False,0,0.46
10251,0.1888165155,119182.6213774625,30515743.876831565,Small,Fast,Medium,False,0,0.48
26970,0.2978790628,70352.5126087616,57681143.19452065,Large,Fast,More,False,1,0.48
66053,0.0392681082,46371.2385283528,19296667.02476217,Small,Slow,Less,False,0,0.46
85275,0.3148038092,44522.1630477529,28669767.18200273,Large,Slow,Medium,False,1,0.46
13628,1.0617932956,49285.8920995034,49719658.18766271,Large,Fast,Medium,False,1,0.48
35337,0.0358129403,35085.6491264071,56703713.19773573,Small,Slow,More,False,0,0.46
80914,0.3388753497,57493.2423430663,66875120.26270632,Large,Fast,More,False,1,0.48
46309,0.023661375,29154.6091005889,700192.501419686,Small,Slow,Less,False,0,0.46
17891,0.0430566244,84236.3834669813,68244443.24253207,Small,Fast,More,False,0,0.48
29516,0.0340439527,42748.6016633965,13181536.41743523,Small,Slow,Less,False,0,0.46
61184,0.0297879063,23518.2623183522,37034118.99845431,Small,Slow,Medium,False,0,0.46
51760,0.0426618789,26135.4394352359,70253048.99358065,Small,Slow,More,False,0,0.46
23627,0.708010957,134814.0368720297,73644619.7636573,Large,Fast,More,False,1,0.48
8561,0.0972836774,49957.5903054311,53329199.47207797,Small,Fast,More,False,0,0.48
86393,0.1563291544,109615.161660147,63834807.19128263,Small,Fast,More,False,0,0.48
79387,0.1032856481,28243.0751117194,37845702.23843365,Small,Slow,Medium,False,0,0.46
44190,0.3420109247,43122.4823892179,23819113.81251312,Large,Slow,Less,True,1,0.45
48850,0.2844722965,37838.9084476018,48035565.38710337,Small,Slow,Medium,False,0,0.46
47502,0.1185877909,61930.7428266727,31823211.36872632,Small,Fast,Medium,False,0,0.48
82264,0.01995446,18104.3653311881,50071810.97525123,Small,Slow,More,False,0,0.46
19014,0.1729975604,49535.0048186183,16653889.18460402,Small,Fast,Less,False,0,0.48
65818,0.130028927,69896.8369379131,2500897.395156142,Small,Fast,Less,False,0,0.48
39933,1.8968805296,43400.4681791848,16980328.312388018,Large,Slow,Less,True,1,0.45
32868,0.0225964377,28013.7704136407,9671543.88370786,Small,Slow,Less,False,0,0.46
9529,0.4699373665,11592.7142917857,58523962.33511792,Large,Slow,More,True,1,0.45
26600,0.3944936153,99348.7203505642,32028027.60771776,Large,Fast,Medium,True,1,0.47
7115,0.5176544822,51636.0542449262,34477010.75715779,Large,Fast,Medium,True,1,0.47
62655,0.0748238376,24605.1041801885,6050759.01786062,Small,Slow,Less,False,0,0.46
83029,0.0139971617,26933.5366861805,337463.697934285,Small,Slow,Less,False,0,0.46
78240,0.0342010925,21711.624088386,6477078.360333076,Small,Slow,Less,False,0,0.46
59546,0.1086525639,27464.7815115771,70490980.17219594,Small,Slow,More,False,0,0.46
13672,0.0517654482,23614.8894785405,53159795.30784338,Small,Slow,More,False,0,0.46
80706,0.0622357573,34664.3244329964,71605042.48134668,Small,Slow,More,False,0,0.46
89299,0.0613818507,28100.9809685508,16890900.710313473,Small,Slow,Less,False,0,0.46
36615,0.0682401509,60949.8665600119,68369805.49464296,Small,Fast,More,False,0,0.48
37434,0.0411187571,39819.871330123,6067787.638684211,Small,Slow,Less,False,0,0.46
32822,1.0815335068,46442.8017067255,44310503.10157583,Large,Slow,Medium,False,1,0.46
85200,0.0111183407,13682.2038124438,20117477.162167378,Small,Slow,Less,False,0,0.46
84074,0.5297122041,58672.6682549922,47995427.74003004,Large,Fast,Medium,False,1,0.48
3121,0.0113250461,27964.1134839109,53670130.310086526,Small,Slow,More,False,0,0.46
13174,2.1088222676,15930.8921233492,44868291.84968445,Large,Slow,Medium,False,1,0.46
31524,0.1132504611,9589.2344313915,51537867.52816786,Small,Slow,More,False,0,0.46
42718,0.3266178974,74373.1983893887,50597625.03366094,Large,Fast,More,False,1,0.48
84552,0.0383742569,27291.4012331914,6141316.562566846,Small,Slow,Less,False,0,0.46
85588,0.0812905344,10950.396832567,36689267.66402645,Small,Slow,Medium,False,0,0.46
80262,0.2060819612,30002.3923956089,2872212.248711897,Small,Slow,Less,False,0,0.46
7589,0.1492931834,71351.6017336513,48230594.55944473,Small,Fast,Medium,False,0,0.48
81467,0.0567596853,57435.1700885881,4686099.886270197,Small,Fast,Less,False,0,0.48
64574,0.0567596853,62365.426056652,69279985.81846018,Small,Fast,More,False,0,0.48
66587,0.0358129403,21623.2092653488,3235013.681963183,Small,Slow,Less,False,0,0.46
47837,0.0156329154,36252.3910108338,37266127.9265116,Small,Slow,Medium,False,0,0.46
21595,0.3420109247,32347.940458835,26838004.005199417,Large,Slow,Medium,False,1,0.46
67265,0.1879489824,44474.9040050789,59468908.20161744,Small,Slow,More,False,0,0.46
31440,0.1081533507,20394.455324237,49590209.78941109,Small,Slow,Medium,False,0,0.46
70573,1.30028927,57999.2186375464,69576698.53301392,Large,Fast,More,False,1,0.48
38300,0.0682401509,37007.6914692126,30082339.728833776,Small,Slow,Medium,False,0,0.46
53214,0.411187571,54960.2696246468,73230709.75897859,Large,Fast,More,False,1,0.48
69197,0.028056919,11233.8589326323,16008305.784930624,Small,Slow,Less,False,0,0.46
76159,0.0859092601,55324.7973118627,12164175.772149695,Small,Fast,Less,False,0,0.48
32852,0.0108153351,15058.5530983646,1211588.391917734,Small,Slow,Less,False,0,0.46
84433,0.0104241338,32325.8485298174,105662.636117357,Small,Slow,Less,False,0,0.46
63265,0.1794898848,79422.1486232116,45518520.472658366,Small,Fast,Medium,False,0,0.48
63762,0.1794898848,48725.5686068585,33535109.67106617,Small,Fast,Medium,False,0,0.48
70338,0.0594346868,25875.0316847025,36021702.69741036,Small,Slow,Medium,False,0,0.46
25665,0.1492931834,13642.2695604842,68408250.9354902,Small,Slow,More,False,0,0.46
86375,0.0717860371,23894.3832529562,16672750.454134043,Small,Slow,Less,False,0,0.46
75480,0.0986370281,79075.6648114165,19748234.224151336,Small,Fast,Less,False,0,0.48
10642,0.1563291544,21968.0941919598,69135934.08005342,Small,Slow,More,False,0,0.46
89943,0.0981838322,29271.9975624603,61599222.72559572,Small,Slow,More,False,0,0.46
30098,0.8204270649,14712.4517569474,33990048.50724939,Large,Slow,Medium,True,1,0.45
13518,0.0196806745,45579.0533211094,62233916.23808119,Small,Slow,More,False,0,0.46
40581,0.0198627775,2896.907182007,6645771.336293699,Small,Slow,Less,False,0,0.46
73693,0.0375007522,15964.5395564115,53162847.67286328,Small,Slow,More,False,0,0.46
67947,0.0986370281,52927.0140632839,64837465.59726115,Small,Fast,More,False,0,0.48
61986,0.5200438667,67541.866928267,59692077.256898336,Large,Fast,More,False,1,0.48
68428,0.130028927,36851.9702172091,6083934.14070756,Small,Slow,Less,False,0,0.46
69196,0.2978790628,94019.4989869705,63747376.04758217,Large,Fast,More,False,1,0.48
13040,0.1472448042,66585.7124538199,65377566.35697437,Small,Fast,More,False,0,0.48
38819,0.7112789871,148217.6022529543,59915081.245889485,Large,Fast,More,False,1,0.48
6782,0.5943468684,50757.5935932134,13719843.872681828,Large,Fast,Less,True,1,0.47
6612,0.0941976306,77559.5073595309,23846916.771129843,Small,Fast,Less,False,0,0.48
62120,0.8590926012,56046.9930794604,16729399.113400768,Large,Fast,Less,False,1,0.48
44819,1.0328564805,56879.241243723,66767824.73591834,Large,Fast,More,False,1,0.48
33001,0.0430566244,31813.4625539338,10629453.737063913,Small,Slow,Less,False,0,0.46
18046,0.3564839479,71712.8587529867,69853415.29315348,Large,Fast,More,False,1,0.48
75536,0.0783501764,28624.1140431761,3049398.927977723,Small,Slow,Less,False,0,0.46
88610,0.2238927232,51899.027385037,47382015.0631044,Small,Fast,Medium,False,0,0.48
77603,0.3944936153,92082.6300537418,27067340.81610277,Large,Fast,Medium,True,1,0.47
90095,0.0542050786,31399.108238544,64978509.640572,Small,Slow,More,False,0,0.46
28674,0.2466266358,82172.9936739244,18902680.03057623,Small,Fast,Less,False,0,0.48
57797,0.0284472297,32672.0258892864,50562993.36611253,Small,Slow,More,False,0,0.46
31387,0.3236234466,78640.8336526554,71942359.84264453,Large,Fast,More,False,1,0.48
32040,0.023661375,17409.4272340779,6309142.020479339,Small,Slow,Less,False,0,0.46
77110,0.0206081961,33968.1885686178,2469289.324957239,Small,Slow,Less,False,0,0.46
62909,0.0567596853,37265.5158179155,73979967.07060511,Small,Slow,More,False,0,0.46
45091,0.0407417781,38760.5242636034,13486390.607109258,Small,Slow,Less,False,0,0.46
37479,0.0225964377,12778.1945118609,4405982.79646512,Small,Slow,Less,False,0,0.46
10281,0.1472448042,47042.4631093153,11158917.953582052,Small,Slow,Less,False,0,0.46
33917,0.0051765448,33581.7883763984,103579.994410365,Small,Slow,Less,False,0,0.46
54851,0.0307638,58158.2280565386,18451824.9918472,Small,Fast,Less,False,0,0.48
45974,0.3119176705,41143.3132952264,23502143.42207162,Large,Slow,Less,True,1,0.45
36854,0.358129403,51870.1464096923,36170206.30387066,Large,Fast,Medium,True,1,0.47
89974,0.0628116177,38131.2064094915,2630851.808203034,Small,Slow,Less,False,0,0.46
19834,0.0594346868,70229.5774501356,74160061.13959505,Small,Fast,More,False,0,0.48
12947,0.0261842403,96465.8992929505,66216887.0167436,Small,Fast,More,False,0,0.48
51096,0.411187571,64832.3106594883,71637124.178402,Large,Fast,More,False,1,0.48
69872,0.0411187571,7717.7915728787,26739109.805031914,Small,Slow,Medium,False,0,0.46
62912,0.0225964377,92749.3687974017,64532542.398089685,Small,Fast,More,False,0,0.48
7723,0.2157943048,14289.0018555894,63936426.79536536,Small,Slow,More,False,0,0.46
83181,0.1754041962,61007.7102373292,37555593.38721298,Small,Fast,Medium,False,0,0.48
30418,0.0271668934,21205.7348868484,51396350.45639208,Small,Slow,More,False,0,0.46
79971,0.0430566244,29276.0193542979,6539188.807913925,Small,Slow,Less,False,0,0.46
62287,0.0494356193,23417.8278158973,15878008.179410163,Small,Slow,Less,False,0,0.46
13390,0.1185877909,44566.0543085296,64103689.18185496,Small,Slow,More,False,0,0.46
14051,0.0137416847,62487.3651638609,38089972.806307614,Small,Fast,Medium,False,0,0.48
70053,0.1968067451,26442.5116817029,62395940.679549545,Small,Slow,More,False,0,0.46
33200,0.0748238376,70015.9531366584,58711755.69784397,Small,Fast,More,False,0,0.48
31533,0.1241766613,57727.8870106514,45308039.03712896,Small,Fast,Medium,False,0,0.48
66976,0.0392681082,16371.0825911693,64366960.02559977,Small,Slow,More,False,0,0.46
60226,0.0594346868,24186.4374052053,7470837.577979763,Small,Slow,Less,False,0,0.46
20120,0.0899580388,50398.8285982943,18452689.42817921,Small,Fast,Less,False,0,0.48
11177,0.411187571,103424.2071138072,54624434.28630368,Large,Fast,More,False,1,0.48
88151,0.0328125497,24689.177073772,2489541.076769341,Small,Slow,Less,False,0,0.46
10996,0.9909231597,40938.2068748983,22714640.352834698,Large,Slow,Less,False,1,0.46
59192,0.0682401509,39609.4097635654,14377974.329948075,Small,Slow,Less,False,0,0.46
42679,0.0157050737,41669.5428034567,49933905.51021277,Small,Slow,Medium,False,0,0.46
45378,0.0149293183,27345.2698214674,42357613.79066707,Small,Slow,Medium,False,0,0.46
